Index,KnowledgeGraphId,Name,PositiveSegmentCount,TotalSegmentCount
1192,/m/01xs3r,Jet Ski,152,193
1209,/m/05xnqg,Street food,130,237
1214,/m/01qh13,Toyota Land Cruiser,104,230
1197,/m/06bzjv,Minibike,180,238
1168,/m/052sf,Mushroom,141,247
1202,/m/03mnql,Ford F-Series,119,207
1205,/m/046vnp,Dump truck,170,250
1203,/m/0fw68,Soap,70,242
1199,/m/0490jd,Art exhibition,127,245
1219,/m/03lfs8,BMW 3 Series (E36),116,223
1217,/m/03qr_q,Ferrari F430,113,228
1187,/m/025s8bs,Shopping mall,136,244
1206,/m/03bj1,Giant panda,185,245
1210,/m/01kb5b,Flashlight,137,243
1241,/m/01v2xz,Clothes dryer,154,236
1221,/m/04h8sr,Dumbbell,157,245
1218,/m/01mq7d,Cell (Dragon Ball),112,239
1223,/m/02pvw62,Bodyweight exercise,180,249
1236,/m/06jvx,Recorder (musical instrument),168,244
1212,/m/02gy5l,Pilates,181,240
1237,/m/01r546,Earring,105,245
1195,/m/01jk5b,Prom,47,226
1216,/m/037qhc,Jumbotron,31,249
1247,/m/03dj64,Black cat,151,248
1234,/m/02vmgp,K-1,130,179
1240,/m/03v28z,Audi R8,110,232
1257,/m/0chyh,Butter,46,243
1224,/m/02bp2r,Penalty kick (association football),138,248
1243,/m/025sf8x,Silver,96,213
1259,/m/0f5v7,Hello Kitty,171,250
1242,/m/01s5xt,Military band,180,242
1282,/m/02syy5,Volkswagen Gol,74,225
1222,/m/0q3yyx6,Samsung Galaxy Tab series,172,230
1254,/m/0dxnx,Smoking (cooking),52,248
1227,/m/02gq41,Bionicle,165,232
1235,/m/023fm_,Acer Inc.,91,227
1269,/m/0n3s_98,IPad Mini,153,231
1258,/m/01lb5,Chess,175,249
1290,/m/04nkpf,Paramotor,161,239
1275,/m/03knc5,Bugatti Veyron,119,228
1262,/m/02nxhr,Blu-ray,73,228
1252,/m/03nlf2w,Electric car,100,200
1248,/m/02h19r,Scarf,150,242
1272,/m/018220,Bull riding,103,245
1246,/m/0_1j0mp,Samsung Galaxy S5,164,243
1225,/m/04m9y,Lizard,159,243
1245,/m/04hyxm,Classroom,166,237
1277,/m/01g0g,Brick,169,250
1298,/m/0xmf42g,,104,190
1288,/m/0hy7s,Alarm device,90,236
1271,/m/02hrx1,Inflatable boat,171,230
1265,/m/0fx9l,Microwave oven,118,250
1286,/m/01n4qj,Shirt,116,248
1260,/m/03fj2,Goldfish,146,246
1266,/m/0cy27,Range Rover,93,200
1296,/m/064krrv,Kinect,40,246
1280,/m/07wg3,United States Navy,81,194
1285,/m/01sgwn,Logitech,90,198
1293,/m/02y5kn,Coach (sport),135,210
1276,/m/01pfn_,Airbrush,117,240
1287,/m/01t032,Golden Retriever,173,240
1289,/m/01hzss,Water slide,172,246
1261,/m/0fj52s,Carrot,150,248
1264,/m/03dk1w,Balloon (aeronautics),190,250
1295,/m/01p970,Tabla,168,244
1291,/m/06dbhw,Fondant icing,142,245
1283,/m/0q5js,Yo-yo,201,248
1311,/m/01ng72,Metalworking,168,248
1303,/m/0kzzb,Yoshi,137,246
1330,/m/024y62,Mercedes-Benz C-Class,81,226
1315,/m/03zm9p,Yuna (Final Fantasy),162,241
1300,/m/0m8q5,Quilt,143,249
1333,/m/02mv6p,Magic Kingdom,127,230
1307,/m/03lfsn,BMW 3 Series (E46),104,233
1325,/m/03yhk,Ink,92,242
1334,/m/026dd,Dune,171,237
1316,/m/016gvg,Station wagon,105,235
1314,/m/09sdbh,Luxury yacht,160,238
1317,/m/0kw94,Softball,168,241
1310,/m/0btp2,Traffic,174,250
1329,/m/0qjjc,Remote control,126,245
1324,/m/03lfqt,BMW 3 Series (E30),122,232
1339,/m/03xvyz,Ram Pickup,108,207
1346,/m/01n5cy,Carpet,158,246
1342,/m/09cws,Mars,52,185
1352,/m/0h61x,Cadillac,128,192
1321,/m/0hr3kdx,LG Optimus series,160,234
1376,/m/01kr58,Torero,174,249
1366,/m/01jpn4,Grocery store,123,249
1308,/m/07dm6,Tiger,141,247
1345,/m/0dv3zf,Game Boy,47,243
1348,/m/0l3ms,Balance beam,139,239
1386,/m/02r5gpq,Chrysler (brand),102,189
1383,/m/01pww0,Chevrolet Impala,85,220
1372,/m/022hnr,Volvo Cars,106,179
1367,/m/0bcj4x,Reborn doll,186,246
1400,/m/01tprb,Hula hoop,189,250
1382,/m/01_tv0,Honda Accord,86,238
1375,/m/023s_v,USB flash drive,48,250
1392,/m/0hsrd,Sailing ship,150,246
1380,/m/06fn44,Serve (tennis),94,246
1371,/m/012x34,Jaguar Cars,145,212
1393,/m/0162j4,Rafting,172,234
1389,/m/01h6g_,Campsite,85,248
1353,/m/0gy7v,Guinea pig,171,248
1387,/m/027cfwk,Standup paddleboarding,175,246
1374,/m/0h545,Homer Simpson,171,238
1379,/m/0b6w2z,Buttercream,99,239
1381,/m/06zk0jm,Ferrari 458,111,219
1359,/m/0x44,Armour,152,245
1360,/m/04rmv,Mouse,176,243
1396,/m/06f41,Rowing (sport),196,243
1399,/m/04dvgq,BMW M5,101,221
1365,/m/02k5x1,Rubber band,196,249
1424,/m/020yd1,Medal,43,245
1373,/m/09zf31,Jeep Cherokee (SJ),114,227
1411,/m/02czv8,Birthday cake,107,187
1401,/m/0gfk5,Pinball,192,247
1397,/m/046fv7,Jeep Grand Cherokee,95,222
1395,/m/0c4ykp,Belle (Disney),106,245
1412,/m/06xxq1,Suzuki Jimny,95,224
1394,/m/06kk62,Custom car,98,202
1368,/m/02s4nd,Ford GT,62,215
1423,/m/01fyrh,Downhill,181,244
1391,/m/030qmx,Audi A4,59,229
1435,/m/0371pr,Toyota Corolla,48,228
1409,/m/01r8w,Cave,161,242
1443,/m/02f9f_,Shower,72,249
1402,/m/0772h,Spaghetti,72,245
1425,/m/02cv4w,Garbage truck,199,249
1415,/m/01k695,Fisherman,179,238
1421,/m/03c4j,Gemstone,152,248
1426,/m/06jsbh,Forehand,137,247
1433,/m/01r4c6,Lowrider,179,231
1420,/m/012tl7,Supercharger,57,228
1452,/m/0dr47,Mexican Creole hairless pig,98,232
1436,/m/02f6d7,Ford Fiesta,107,235
1430,/m/0htp,Astronaut,108,235
1408,/m/0dffp,Router (woodworking),144,247
1458,/m/0dnnl,Bowling (cricket),127,250
1429,/m/0h5wtp0,,76,208
1453,/m/01jfkf,Forklift,168,248
1454,/m/0290t8,Dog agility,137,249
1447,/m/096x1p,Porsche 911 GT3,106,222
1472,/m/01qp5w,Volkswagen Jetta,84,234
1486,/m/0pwdp,Border Collie,193,238
1468,/m/07f533,Nike Air Max,150,233
1461,/m/05kms,Oboe,175,246
1467,/m/05j62p,Fire station,92,241
1484,/m/01frm,Bugatti Automobiles,131,222
1457,/m/0c06p,Candle,149,245
1444,/m/02gln,Donald Duck,141,243
1450,/m/09k_b,Lemon,95,247
1451,/m/09ld4,Frog,137,245
1459,/m/090f96,Kick (football),138,250
1462,/m/0dvvc,Desktop computer,147,242
1449,/m/0142vg,Sled,95,245
1476,/m/03gvt,Hammond organ,186,245
1470,/m/043wfx,Woodturning,153,236
1471,/m/03tw93,Fireplace,156,240
1498,/m/03ryg4,Audi Quattro,72,230
1488,/m/0369bv,Snow blower,168,242
1442,/m/09j06,Hot air balloon,170,243
1480,/m/01wh_8,Cherry blossom,192,242
1456,/m/03xr42,Shelby Mustang,121,218
1466,/m/09csl,Eagle,195,242
1505,/m/02jfdl,Coupon,84,249
1517,/m/02dl1y,Hat,167,249
1464,/m/013_1c,Statue,181,250
1503,/m/0fwy6j,Fishing tackle,180,249
1490,/m/02k51s,Ken Masters,92,249
1519,/m/017dmf,Nissan Skyline GT-R,142,242
1481,/m/02bp6,Doraemon,141,249
1493,/m/02h661t,Dentist,116,227
1463,/m/084rw,Wing Chun,148,219
1532,/m/06mfp,Rooster,172,239
1487,/m/0xsc,Aircraft carrier,132,238
1501,/m/09gms,Ramen,83,231
1500,/m/026_x9,Ponytail,103,244
1495,/m/044fq,Joystick,196,249
1509,/m/02_vjy,Wallet,154,245
1535,/m/03llrw,Land Rover Defender,126,226
1506,/m/0118wtzb,Porsche Carrera,147,222
1521,/m/0f0w2,GameCube,44,247
1580,/m/09kmb,Spider,172,248
1540,/m/0jy4k,Doughnut,81,250
1502,/m/03qyv,Hummer,140,227
1520,/m/055z7,Mattel,80,204
1496,/m/0cj45,Tuna,49,235
1569,/m/014y4n,Paddle,180,250
1515,/m/041kzs,Biceps curl,128,248
1489,/m/07qn8g,Culinary art,64,248
1507,/m/01p9z0,Wood carving,143,248
1527,/m/03clgym,Hair straightening,78,249
1545,/m/033xrl,Raven (comics),142,244
1560,/m/0cyhj_,Orange (fruit),171,246
1510,/m/040b_t,Refrigerator,125,249
1514,/m/0dj75,Onion,100,243
1526,/m/04bmk,Killer whale,147,225
1594,/m/0p72t,Elmo,156,245
1511,/m/04g07,Koi,135,241
1572,/m/0w_gj2_,IPhone 5C,85,227
1548,/m/0jtt9,Chili pepper,84,250
1584,/m/012x6l,Laundry,129,241
1556,/m/01s77c,Ribbon,189,249
1588,/m/016bn0,Omelette,79,240
1628,/m/04x0p8,Toyota Hilux,117,219
1555,/m/04mcry,Model building,115,240
1568,/m/0g5rv45,Lego Ninjago,164,233
1550,/m/03rby,Hail,152,248
1622,/m/0226ny,Pontiac Firebird,119,216
1563,/m/03lnt,Hang gliding,164,246
1603,/m/026smn,Airport terminal,135,233
1616,/m/04vv5k,Snowplow,181,247
1576,/m/0n28_,Crab,132,242
1549,/m/02mjpr,BMW 5 Series,111,228
1537,/m/07mhn,Trousers,127,242
1593,/m/07clx,Tea,98,240
1618,/m/01rk30,Doctor Eggman,46,249
1645,/m/0crf4xx,Projector,101,247
1624,/m/02y74,Field hockey,197,244
1617,/m/074d1,Submarine,126,246
1634,/m/0bp6j,Screen printing,95,242
1595,/m/0cx45,Temple,138,240
1597,/m/01bvgh,Catamaran,118,231
1590,/m/06xjy_,Ford Escort (Europe),92,223
1632,/m/01bw2t,Lamborghini Murciélago,129,238
1575,/m/0d3s4,Carburetor,102,215
1559,/m/0fnrbc,Solar panel,104,247
1625,/m/016btq,Vineyard,143,241
1615,/m/01cbzq,Rock (geology),189,246
1591,/m/0388q,Grape,104,248
1630,/m/067nv,Preacher,147,219
1608,/m/02crq1,Couch,152,246
1621,/m/099gjt,Yamaha YZF-R6,87,222
1589,/m/01c72t,Composer,73,241
1646,/m/01c08f,Rock dove,182,236
1643,/m/09702,Cappuccino,51,228
1652,/m/02mtw0,Mehndi,118,250
1627,/m/02wvb9t,Domestic pigeon,178,235
1611,/m/03kwkn,Big wave surfing,178,249
1626,/m/0bh_4v,Waterfowl hunting,92,231
1613,/m/09696,Wheat,137,232
1639,/m/03154,Fungus,164,244
1655,/m/06g1w2,Pattern (sewing),168,248
1620,/m/0gjxqj,Bangs (hair),117,250
1602,/m/01ypbj,Chevrolet Chevelle,99,227
1651,/m/01nfrr,Vending machine,81,243
1653,/m/0h2t9w,Telescope,56,241
1669,/m/020sqh,Opel Astra,81,225
1638,/m/02zkn_,Log cabin,146,234
1696,/m/0g2zmg,Saddle,160,247
1649,/m/01yz9d,Digital video recorder,71,245
1675,/m/06qrr,Soft drink,144,236
1660,/m/0cpk7,Incandescent light bulb,82,244
1683,/m/05msttc,Mercedes-Benz SLS AMG,137,239
1666,/m/0m739,Nest,186,248
1671,/m/0g9vs81,Cooked rice,83,245
1703,/m/08_w9r,Child safety seat,197,245
1716,/m/01b7b,Bishop,123,229
1637,/m/017ftj,Sunglasses,167,246
1672,/m/01tcjp,Muffin,77,244
1676,/m/024d2,Calculator,173,244
1692,/m/0hn8p41,Toyota 86,70,226
1711,/m/01nw62,Rottweiler,192,239
1680,/m/02fj9,Destroyer,144,240
1641,/m/03120,Flag,163,247
1688,/m/019xd,Battleship,175,243
1708,/m/03lftc,BMW 3 Series (E90),70,218
1704,/m/03182j,Honda S2000,83,220
1690,/m/0267l4m,Peter Pan,60,235
1674,/m/0cl4p,Hedgehog,119,244
1718,/m/0kzzv,Princess Peach,99,235
1699,/m/064hlh,Bumblebee (Transformers),127,249
1723,/m/03wtdq,Nissan Silvia,99,221
1756,/m/01jtn,Body piercing,133,241
1700,/m/02_7fj,Cajón,204,250
1662,/m/03r8dh,Greeting card,110,223
1715,/m/0d090l,TV4 (Sweden),149,201
1657,/m/03m9mv,Nissan 350Z,109,222
1733,/m/02kcj6,Collie,187,234
1728,/m/03hl5pv,MacBook Air,88,221
1670,/m/02vmy_,Campervan,138,228
1712,/m/01rkbr,Necktie,110,249
1685,/m/0cqrj,Catfish,89,245
1724,/m/0h5_4p3,,93,183
1735,/m/02pbtnn,Sangokushi Taisen,146,231
1714,/m/02r0zt,White-tailed deer,124,220
1730,/m/0mbxw,IMac,151,243
1747,/m/024y9s,Mercedes-Benz S-Class,95,229
1656,/m/01lynh,Stairs,150,250
1737,/m/02gss8,Black belt (martial arts),175,236
1705,/m/0lqg9b2,Samsung Galaxy Note II,181,236
1693,/m/02wv6th,Bakery,121,247
1713,/m/01v1hk,Image scanner,93,246
1689,/m/030b_2,Dodge Challenger,133,238
1753,/m/016rh7,Spinach,114,235
1739,/m/080t7,Valve,113,249
1721,/m/0gl4gn,Fender Custom Shop,150,198
1725,/m/01b7zv,Pudding,53,239
1749,/m/07068,Samurai,88,237
1732,/m/0dgc3t,Automobile repair shop,152,235
1743,/m/0314n,Full moon,161,248
1731,/m/0v0hpxr,Space Shuttle,140,248
1767,/m/0pg52,Taxicab,122,232
1738,/m/0j72pxm,,71,175
1831,/m/016wkx,Pug,175,242
1771,/m/08l44y,Garage (residential),64,230
1726,/m/02rsbb,Sephiroth (Final Fantasy),129,236
1746,/m/01nr56,Latte,57,220
1776,/m/0j_2_6r,Primary school,65,224
1775,/m/0jnxw,Eintopf,76,245
1799,/m/0319l,French horn,141,241
1774,/m/01sjty,Honda Integra,50,231
1780,/m/03x5tj,GameSpot,169,242
1781,/m/0d5gx,Castle,117,246
1769,/m/01xf5,Clutch,103,236
1805,/m/02yvhj,School bus,98,231
1788,/m/05ngn6,Zero (Mega Man),171,235
1801,/m/07qsvx,Siamese fighting fish,149,243
